date;main_lvl;main_cmd;paul_lvl;paul_cmd;reduit_lvl;reduit_cmd;barbec_lvl;barbec_cmd
2023-07-18 12:28:39;;;;;;;;
2023-07-18 12:28:39;3;False;;;;;;
2023-07-18 12:29:19;3;False;;;;;;
2023-07-18 12:29:19;3;False;;;3;False;;
2023-07-18 12:39:57;3;False;;;3;False;;
2023-07-18 12:39:57;3;False;2;False;3;False;;
2023-07-18 12:48:38;3;False;2;False;3;False;;
2023-07-18 12:48:38;3;False;2;True;3;False;;
2023-07-18 12:48:48;3;False;2;True;3;False;;
2023-07-18 12:48:48;3;False;2;False;3;False;;
2023-07-18 12:49:22;3;False;2;False;3;False;;
2023-07-18 12:49:22;3;False;2;True;3;False;;
2023-07-18 12:50:08;3;False;2;True;3;False;;
2023-07-18 12:50:08;3;False;3;True;3;False;;
2023-07-18 12:51:58;3;False;3;True;3;False;;
2023-07-18 12:51:58;2;False;3;True;3;False;;
2023-07-18 12:54:22;2;False;3;True;3;False;;
2023-07-18 12:54:22;2;False;3;False;3;False;;
2023-07-18 13:12:39;2;False;3;False;3;False;;
2023-07-18 13:12:39;2;False;3;True;3;False;;
2023-07-18 13:14:38;2;False;3;True;3;False;;
2023-07-18 13:14:38;2;False;3;False;3;False;;
2023-07-18 13:15:10;2;False;3;False;3;False;;
2023-07-18 13:15:10;2;True;3;False;3;False;;
2023-07-18 13:17:10;2;True;3;False;3;False;;
2023-07-18 13:17:10;2;False;3;False;3;False;;
2023-07-18 13:18:21;2;False;3;False;3;False;;
2023-07-18 13:18:21;2;False;3;False;3;True;;
2023-07-18 13:20:21;2;False;3;False;3;True;;
2023-07-18 13:20:21;2;False;3;False;3;False;;
2023-07-18 13:20:23;2;False;3;False;3;False;;
2023-07-18 13:20:23;2;True;3;False;3;False;;
2023-07-18 13:20:26;2;True;3;False;3;False;;
2023-07-18 13:20:26;2;False;3;False;3;False;;
2023-07-18 13:20:37;2;False;3;False;3;False;;
2023-07-18 13:20:37;2;True;3;False;3;False;;
2023-07-18 13:22:15;2;True;3;False;3;False;;
2023-07-18 13:22:15;2;True;3;False;3;False;3;False
2023-07-18 13:25:37;2;True;3;False;3;False;3;False
2023-07-18 13:25:37;2;False;3;False;3;False;3;False
2023-07-18 13:30:19;2;False;3;False;3;False;3;False
2023-07-18 13:30:19;3;False;3;False;3;False;3;False
2023-07-18 13:36:52;3;False;3;False;3;False;3;False
2023-07-18 13:36:52;3;True;3;False;3;False;3;False
2023-07-18 13:41:52;3;True;3;False;3;False;3;False
2023-07-18 13:41:52;3;False;3;False;3;False;3;False
2023-07-18 13:44:00;3;False;3;False;3;False;3;False
2023-07-18 13:44:00;3;True;3;False;3;False;3;False
2023-07-18 13:46:19;3;True;3;False;3;False;3;False
2023-07-18 13:46:19;2;True;3;False;3;False;3;False
2023-07-18 13:49:00;2;True;3;False;3;False;3;False
2023-07-18 13:49:00;2;False;3;False;3;False;3;False
2023-07-18 13:57:06;2;False;3;False;3;False;3;False
2023-07-18 13:57:06;2;True;3;False;3;False;3;False
2023-07-18 14:02:06;2;True;3;False;3;False;3;False
2023-07-18 14:02:06;2;False;3;False;3;False;3;False
2023-07-18 16:47:39;2;False;3;False;3;False;3;False
2023-07-18 16:47:39;3;False;3;False;3;False;3;False
2023-07-18 19:54:54;3;False;3;False;3;False;3;False
2023-07-18 19:54:54;3;True;3;False;3;False;3;False
2023-07-18 19:55:10;3;True;3;False;3;False;3;False
2023-07-18 19:55:10;3;False;3;False;3;False;3;False
2023-07-19 22:22:58;3;False;3;False;3;False;3;False
2023-07-19 22:22:58;3;False;3;False;2;False;3;False
2023-07-20 21:56:37;3;False;3;False;2;False;3;False
2023-07-20 21:56:37;3;True;3;False;2;False;3;False
2023-07-20 22:01:37;3;True;3;False;2;False;3;False
2023-07-20 22:01:37;3;False;3;False;2;False;3;False
2023-07-20 22:02:22;3;False;3;False;2;False;3;False
2023-07-20 22:02:22;3;True;3;False;2;False;3;False
2023-07-20 22:02:44;3;True;3;False;2;False;3;False
2023-07-20 22:02:44;2;True;3;False;2;False;3;False
2023-07-20 22:07:22;2;True;3;False;2;False;3;False
2023-07-20 22:07:22;2;False;3;False;2;False;3;False
2023-07-20 22:07:44;2;False;3;False;2;False;3;False
2023-07-20 22:07:44;2;True;3;False;2;False;3;False
2023-07-20 22:12:43;2;True;3;False;2;False;3;False
2023-07-20 22:12:43;2;False;3;False;2;False;3;False
2023-07-20 22:13:12;2;False;3;False;2;False;3;False
2023-07-20 22:13:12;2;True;3;False;2;False;3;False
2023-07-20 22:13:18;2;True;3;False;2;False;3;False
2023-07-20 22:13:18;2;True;3;False;3;False;3;False
2023-07-20 22:18:11;2;True;3;False;3;False;3;False
2023-07-20 22:18:11;2;False;3;False;3;False;3;False
2023-07-21 05:49:49;2;False;3;False;3;False;3;False
2023-07-21 05:49:49;2;False;3;False;2;False;3;False
2023-07-21 12:36:31;2;False;3;False;2;False;3;False
2023-07-21 12:36:31;2;False;3;False;2;False;2;False
2023-07-22 16:01:03;2;False;3;False;2;False;2;False
2023-07-22 16:01:03;2;False;3;False;2;True;2;False
2023-07-22 16:08:42;2;False;3;False;2;True;2;False
2023-07-22 16:08:42;2;False;3;False;2;True;3;False
2023-07-22 16:09:07;2;False;3;False;2;True;3;False
2023-07-22 16:09:07;2;False;3;False;2;False;3;False
2023-07-22 16:09:15;2;False;3;False;2;False;3;False
2023-07-22 16:09:15;2;False;3;False;2;True;3;False
2023-07-22 16:14:15;2;False;3;False;2;True;3;False
2023-07-22 16:14:15;2;False;3;False;2;False;3;False
2023-07-22 23:44:51;2;False;3;False;2;False;3;False
2023-07-22 23:44:51;2;False;2;False;2;False;3;False
2023-07-24 08:16:49;2;False;2;False;2;False;3;False
2023-07-24 08:16:49;2;True;2;False;2;False;3;False
2023-07-24 08:31:49;2;True;2;False;2;False;3;False
2023-07-24 08:31:49;2;False;2;False;2;False;3;False
2023-07-24 09:18:31;2;False;2;False;2;False;3;False
2023-07-24 09:18:31;2;True;2;False;2;False;3;False
2023-07-24 09:18:35;2;True;2;False;2;False;3;False
2023-07-24 09:18:35;2;False;2;False;2;False;3;False
2023-07-24 09:18:48;2;False;2;False;2;False;3;False
2023-07-24 09:18:48;2;True;2;False;2;False;3;False
2023-07-24 09:23:49;2;True;2;False;2;False;3;False
2023-07-24 09:23:49;2;False;2;False;2;False;3;False
2023-07-24 09:23:55;2;False;2;False;2;False;3;False
2023-07-24 09:23:55;2;True;2;False;2;False;3;False
2023-07-24 09:26:44;2;True;2;False;2;False;3;False
2023-07-24 09:26:44;1;True;2;False;2;False;3;False
2023-07-24 09:28:54;1;True;2;False;2;False;3;False
2023-07-24 09:28:54;1;False;2;False;2;False;3;False
2023-07-24 11:17:32;1;False;2;False;2;False;3;False
2023-07-24 11:17:32;3;False;2;False;2;False;3;False
2023-07-24 11:18:00;3;False;2;False;2;False;3;False
2023-07-24 11:18:00;3;False;2;False;3;False;3;False
2023-07-26 05:50:25;3;False;2;False;3;False;3;False
2023-07-26 05:50:25;3;False;2;False;2;False;3;False
2023-07-27 15:01:01;3;False;2;False;2;False;3;False
2023-07-27 15:01:01;3;True;2;False;2;False;3;False
2023-07-27 15:06:33;3;True;2;False;2;False;3;False
2023-07-27 15:06:33;2;True;2;False;2;False;3;False
2023-07-27 15:16:01;2;True;2;False;2;False;3;False
2023-07-27 15:16:01;2;False;2;False;2;False;3;False
2023-07-27 15:39:36;2;False;2;False;2;False;3;False
2023-07-27 15:39:36;2;False;2;False;2;True;3;False
2023-07-27 15:44:36;2;False;2;False;2;True;3;False
2023-07-27 15:44:36;2;False;2;False;2;False;3;False
2023-07-27 17:11:12;2;False;2;False;2;False;3;False
2023-07-27 17:11:12;2;False;2;False;2;True;3;False
2023-07-27 17:11:58;2;False;2;False;2;True;3;False
2023-07-27 17:11:58;2;True;2;False;2;True;3;False
2023-07-27 17:16:13;2;True;2;False;2;True;3;False
2023-07-27 17:16:13;2;True;2;False;2;False;3;False
2023-07-27 17:26:59;2;True;2;False;2;False;3;False
2023-07-27 17:26:59;2;False;2;False;2;False;3;False
2023-07-27 17:40:14;2;False;2;False;2;False;3;False
2023-07-27 17:40:14;2;True;2;False;2;False;3;False
2023-07-27 17:44:28;2;True;2;False;2;False;3;False
2023-07-27 17:44:28;2;True;2;False;3;False;3;False
2023-07-27 17:48:06;2;True;2;False;3;False;3;False
2023-07-27 17:48:06;2;False;2;False;3;False;3;False
2023-07-27 17:48:58;2;False;2;False;3;False;3;False
2023-07-27 17:48:58;2;False;2;True;3;False;3;False
2023-07-27 17:53:36;2;False;2;True;3;False;3;False
2023-07-27 17:53:36;1;False;2;True;3;False;3;False
2023-07-27 17:53:59;1;False;2;True;3;False;3;False
2023-07-27 17:53:59;1;False;2;False;3;False;3;False
2023-07-27 17:57:59;1;False;2;False;3;False;3;False
2023-07-27 17:57:59;1;False;2;True;3;False;3;False
2023-07-27 17:59:38;1;False;2;True;3;False;3;False
2023-07-27 17:59:38;1;False;3;True;3;False;3;False
2023-07-27 18:01:46;1;False;3;True;3;False;3;False
2023-07-27 18:01:46;1;False;3;False;3;False;3;False
2023-07-27 23:38:16;1;False;3;False;3;False;3;False
2023-07-27 23:38:16;1;False;3;False;2;False;3;False
2023-07-28 23:32:07;1;False;3;False;2;False;3;False
2023-07-28 23:32:07;1;False;2;False;2;False;3;False
2023-07-29 17:06:12;1;False;2;False;2;False;3;False
2023-07-29 17:06:12;2;False;2;False;2;False;3;False
2023-07-30 01:34:52;2;False;2;False;2;False;3;False
2023-07-30 01:34:52;3;False;2;False;2;False;3;False
2023-07-30 11:03:12;3;False;2;False;2;False;3;False
2023-07-30 11:03:12;3;False;2;True;2;False;3;False
2023-07-30 11:05:42;3;False;2;True;2;False;3;False
2023-07-30 11:05:42;3;False;3;True;2;False;3;False
2023-07-30 11:08:12;3;False;3;True;2;False;3;False
2023-07-30 11:08:12;3;False;3;False;2;False;3;False
2023-07-30 11:10:10;3;False;3;False;2;False;3;False
2023-07-30 11:10:10;3;False;3;True;2;False;3;False
2023-07-30 11:11:27;3;False;3;True;2;False;3;False
2023-07-30 11:11:27;2;False;3;True;2;False;3;False
2023-07-30 11:12:10;2;False;3;True;2;False;3;False
2023-07-30 11:12:10;2;False;3;False;2;False;3;False
2023-07-30 11:12:44;2;False;3;False;2;False;3;False
2023-07-30 11:12:44;2;True;3;False;2;False;3;False
2023-07-30 11:17:44;2;True;3;False;2;False;3;False
2023-07-30 11:17:44;2;False;3;False;2;False;3;False
2023-07-30 11:21:12;2;False;3;False;2;False;3;False
2023-07-30 11:21:12;2;True;3;False;2;False;3;False
2023-07-30 11:26:12;2;True;3;False;2;False;3;False
2023-07-30 11:26:12;2;False;3;False;2;False;3;False
2023-07-30 11:26:26;2;False;3;False;2;False;3;False
2023-07-30 11:26:26;2;True;3;False;2;False;3;False
2023-07-30 11:31:27;2;True;3;False;2;False;3;False
2023-07-30 11:31:27;2;False;3;False;2;False;3;False
2023-07-30 11:44:01;2;False;3;False;2;False;3;False
2023-07-30 11:44:01;2;True;3;False;2;False;3;False
2023-07-30 11:44:51;2;True;3;False;2;False;3;False
2023-07-30 11:44:51;2;True;3;False;3;False;3;False
2023-07-30 11:49:01;2;True;3;False;3;False;3;False
2023-07-30 11:49:01;2;False;3;False;3;False;3;False
2023-07-30 23:10:47;2;False;3;False;3;False;3;False
2023-07-30 23:10:47;2;False;3;False;2;False;3;False
2023-07-31 22:57:35;2;False;3;False;2;False;3;False
2023-07-31 22:57:35;2;False;3;False;2;False;2;False
2023-08-01 14:02:12;2;False;3;False;2;False;2;False
2023-08-01 14:02:12;2;False;3;False;2;True;2;False
2023-08-01 14:12:53;2;False;3;False;2;True;2;False
2023-08-01 14:12:53;2;False;3;False;2;True;3;False
2023-08-01 14:17:12;2;False;3;False;2;True;3;False
2023-08-01 14:17:12;2;False;3;False;2;False;3;False
2023-08-01 23:06:14;2;False;3;False;2;False;3;False
2023-08-01 23:06:14;2;False;2;False;2;False;3;False
2023-08-03 11:45:30;2;False;2;False;2;False;3;False
2023-08-03 11:45:30;2;True;2;False;2;False;3;False
2023-08-03 12:00:31;2;True;2;False;2;False;3;False
2023-08-03 12:00:31;2;False;2;False;2;False;3;False
2023-08-03 13:25:09;2;False;2;False;2;False;3;False
2023-08-03 13:25:09;2;True;2;False;2;False;3;False
2023-08-03 13:29:08;2;True;2;False;2;False;3;False
2023-08-03 13:29:08;1;True;2;False;2;False;3;False
2023-08-03 13:40:09;1;True;2;False;2;False;3;False
2023-08-03 13:40:09;1;False;2;False;2;False;3;False
2023-08-03 14:03:45;1;False;2;False;2;False;3;False
2023-08-03 14:03:45;1;True;2;False;2;False;3;False
2023-08-03 14:18:45;1;True;2;False;2;False;3;False
2023-08-03 14:18:45;1;False;2;False;2;False;3;False
2023-08-03 16:31:04;1;False;2;False;2;False;3;False
2023-08-03 16:31:04;1;True;2;False;2;False;3;False
2023-08-03 16:35:34;1;True;2;False;2;False;3;False
2023-08-03 16:35:34;0;True;2;False;2;False;3;False
2023-08-03 16:46:04;0;True;2;False;2;False;3;False
2023-08-03 16:46:04;0;False;2;False;2;False;3;False
2023-08-03 23:30:35;0;False;2;False;2;False;3;False
2023-08-03 23:30:35;0;False;2;False;2;False;2;False
2023-08-04 09:48:52;0;False;2;False;2;False;2;False
2023-08-04 09:48:52;1;False;2;False;2;False;2;False
2023-08-04 10:53:08;1;False;2;False;2;False;2;False
2023-08-04 10:53:08;1;False;2;False;2;False;3;False
2023-08-04 11:41:48;1;False;2;False;2;False;3;False
2023-08-04 11:41:48;2;False;2;False;2;False;3;False
2023-08-04 12:38:15;2;False;2;False;2;False;3;False
2023-08-04 12:38:15;3;False;2;False;2;False;3;False
2023-08-04 12:41:46;3;False;2;False;2;False;3;False
2023-08-04 12:41:46;3;False;2;False;3;False;3;False
2023-08-04 14:21:06;3;False;2;False;3;False;3;False
2023-08-04 14:21:06;3;False;2;True;3;False;3;False
2023-08-04 14:25:15;3;False;2;True;3;False;3;False
2023-08-04 14:25:15;3;False;3;True;3;False;3;False
2023-08-04 14:26:06;3;False;3;True;3;False;3;False
2023-08-04 14:26:06;3;False;3;False;3;False;3;False
2023-08-04 23:11:55;3;False;3;False;3;False;3;False
2023-08-04 23:11:55;3;False;3;False;2;False;3;False
2023-08-04 23:13:20;3;False;3;False;2;False;3;False
2023-08-04 23:13:20;3;False;2;False;2;False;3;False
2023-08-04 23:13:52;3;False;2;False;2;False;3;False
2023-08-04 23:13:52;3;False;2;False;2;False;2;False
2023-08-05 11:03:30;3;False;2;False;2;False;2;False
2023-08-05 11:03:30;3;False;2;True;2;False;2;False
2023-08-05 11:03:37;3;False;2;True;2;False;2;False
2023-08-05 11:03:37;3;False;2;True;2;True;2;False
2023-08-05 11:04:09;3;False;2;True;2;True;2;False
2023-08-05 11:04:09;3;False;3;True;2;True;2;False
2023-08-05 11:05:17;3;False;3;True;2;True;2;False
2023-08-05 11:05:17;3;False;3;True;2;True;3;False
2023-08-05 11:05:29;3;False;3;True;2;True;3;False
2023-08-05 11:05:29;3;False;3;False;2;True;3;False
2023-08-05 11:08:37;3;False;3;False;2;True;3;False
2023-08-05 11:08:37;3;False;3;False;2;False;3;False
2023-08-05 11:10:20;3;False;3;False;2;False;3;False
2023-08-05 11:10:20;3;True;3;False;2;False;3;False
2023-08-05 11:11:27;3;True;3;False;2;False;3;False
2023-08-05 11:11:27;2;True;3;False;2;False;3;False
2023-08-05 11:25:19;2;True;3;False;2;False;3;False
2023-08-05 11:25:19;2;False;3;False;2;False;3;False
2023-08-05 11:28:02;2;False;3;False;2;False;3;False
2023-08-05 11:28:02;2;True;3;False;2;False;3;False
2023-08-05 11:32:55;2;True;3;False;2;False;3;False
2023-08-05 11:32:55;2;True;3;False;3;False;3;False
2023-08-05 11:33:09;2;True;3;False;3;False;3;False
2023-08-05 11:33:09;2;False;3;False;3;False;3;False
2023-08-05 11:33:17;2;False;3;False;3;False;3;False
2023-08-05 11:33:17;2;True;3;False;3;False;3;False
2023-08-05 11:35:16;2;True;3;False;3;False;3;False
2023-08-05 11:35:16;2;False;3;False;3;False;3;False
2023-08-05 17:12:39;2;False;3;False;3;False;3;False
2023-08-05 17:12:39;2;False;3;False;2;False;3;False
2023-08-05 18:09:15;2;False;3;False;2;False;3;False
2023-08-05 18:09:15;2;False;3;False;3;False;3;False
